cluster,age_imputed,income_imputed,membership_duration_days,n_transactions_before,avg_spend_before,offer_completion_rate_before,segment_size,overall_completion_rate
0,47.904629827181566,53096.2235971837,854.6648175805419,10.201408150202688,9.341951756734813,0.5510632245217268,4687,0.4329506125363951
1,63.78660679422101,85886.17727450214,580.0839515814135,4.934791097227645,22.829281655161513,0.6590264219705844,5122,0.4953116675546084
2,51.98803077799943,57998.86007409518,314.9931604445711,3.237817041892277,5.266848204133506,0.09404388714733543,7018,0.14574539929089989
3,59.98019801980198,84019.80198019803,598.4158415841584,5.2772277227722775,164.88563621719314,0.6615511551155115,101,0.5251989389920424
